151.489	102.877	101.954
151.497	103.332	103.282
154.511	103.283	101.865
162.561	109.067	108.769
152.515	104.037	103.935
152.771	105.006	104.405
152.437	102.822	100.291
152.029	102.888	100.845
161.693	108.753	107.657
155.444	106.865	107.042
155.803	106.879	106.963
150.975	101.877	99.9533
159.256	106.884	105.571
157.11	107.303	108.143
157.81	107.613	108.364
150.293	101.638	100.498
149.981	102.019	100.664
156.502	104.585	102.87
159.917	108.32	109.635
160.687	109.123	108.776
150.501	103.311	102.042
154.929	103.867	101.775
154.273	103.116	101.432
161.665	108.686	108.684
152.123	103.151	104.042
152.667	103.892	104.085
152.206	102.239	100.012
161.102	108.063	107.104
153.798	105.227	105.376
154.281	105.946	106.257
151.08	102.258	100.035
150.878	102.273	99.9191
159.746	107.242	105.709
157.1	107.44	108.244
157.576	107.627	108.074
150.545	101.848	100.202
157.963	105.131	103.306
156.408	104.234	102.899
159.789	108.25	108.98
150.194	101.925	101.009
150.327	102.389	101.702
153.96	103.14	101.654
160.957	108.697	108.606
151.242	103.141	103.307
151.499	104.03	103.769
152.524	101.721	100.791
151.519	101.58	100.135
159.949	107.603	106.163
152.796	104.527	104.504
153.492	104.839	105.726
150.003	101.029	99.8104
150.048	101.356	99.5698
155.636	105.623	107.446
156.813	106.749	107.038
150.331	101.583	100.114
149.974	102.094	100.001
157.256	105.148	103.262
159.233	107.789	108.298
158.61	108.131	108.008
149.725	101.995	101.411
154.457	103.563	101.443
154.025	103.193	101.139
160.269	108.522	108.438
150.482	103.345	102.494
151.563	103.572	103.308
152.72	102.433	100.602
152.013	102.797	99.7967
152.625	105.071	104.629
153.093	105.212	105.374
150.973	101.851	99.3215
150.786	101.589	99.4469
158.927	106.686	105.554
155.503	106.43	106.623
156.024	106.918	107.449
149.941	101.649	99.7526
157.175	105.594	103.503
156.628	105.085	103.456
158.62	108.58	108.643
150.363	102.318	101.143
150.125	102.682	101.181
154.129	104.034	102.211
153.742	103.367	101.685
160.506	108.879	108.725
151.219	103.333	102.565
153.155	102.763	100.778
152.306	102.712	101.098
161.303	108.735	108.138
152.791	104.781	105.521
153.222	105.523	105.473
151.497	102.497	99.7158
151.187	102.32	100.431
159.937	107.475	105.851
155.446	106.418	107.423
150.111	101.426	99.9653
150.515	100.791	100.3
157.917	104.867	104.154
157.585	107.336	108.182
158.61	107.434	108.53
149.791	101.688	100.717
155.673	104.278	102.243
155.136	103.939	102.17
160.413	108.759	108.726
150.721	102.66	102.484
150.545	103.165	102.001
152.813	102.555	100.461
152.356	102.264	99.9392
161.136	107.132	108.466
151.726	103.672	104.076
151.192	101.498	99.8934
150.908	101.444	99.5629
159.783	107.04	106.495
153.59	105.577	106.172
155.199	106.179	106.744
150.071	101.824	99.7812
149.967	102.151	100.047
158.161	105.503	104.84
157.429	107.491	108.268
150.222	101.795	99.6545
150.337	102.008	100.738
155.856	104.697	102.564
155.34	104.414	102.407
160.38	109.19	109.296
150.931	103.14	101.91
151.398	103.585	103.212
153.882	103.854	100.963
162.148	109.735	108.785
152.588	104.273	104.495
152.491	104.626	104.722
151.671	102.569	100.579
151.206	102.198	100.229
160.31	107.85	107.164
154.023	105.798	106.562
150.848	101.603	100.036
150.192	101.742	100.253
158.682	106.854	104.344
156.069	107.459	107.708
157.05	107.86	107.616
149.608	102.346	100.017
150.072	102.151	100.951
155.52	104.986	102.756
158.513	108.64	108.501
149.295	102.348	101.288
150.084	101.896	102.172
153.424	103.249	100.986
152.925	102.892	100.514
160.68	108.444	108.408
151.099	103.872	103.286
151.665	104.747	104.675
151.878	102.725	100.207
160.964	108.885	107.672
153.734	106.085	105.841
154.464	106.365	106.659
151.134	102.299	100.094
150.654	102.294	100.079
159.253	106.301	105.684
156.554	107.621	108.466
150.734	101.478	100.976
150.717	101.857	101.412
156.971	105.739	103.873
156.463	105.345	103.083
159.721	109.524	109.189
150.612	103.402	101.947
151.081	103.627	102.698
154.449	104.428	101.453
161.295	109.456	108.879
150.634	103.703	103.029
150.659	103.835	103.589
152.506	102.119	100.556
150.892	102.104	99.857
160.637	107.795	106.727
152.203	104.57	104.528
150.08	101.416	98.9225
149.814	101.5	99.4255
159.154	106.887	105.235
158.318	106.731	104.421
154.777	107.042	107.103
149.261	101.571	99.6438
149.286	101.503	98.833
156.753	105.172	103.734
157.756	107.736	107.976
149.451	101.881	100.539
149.181	102.488	100.794
155.038	104.249	102.619
155.044	104.001	101.866
160.657	109.395	109.167
150.802	103.842	102.781
151.532	104.476	103.105
153.416	103.906	101.382
161.519	109.402	108.778
152.335	104.781	104.627
152.758	105.056	105.022
151.452	102.616	100.535
151.518	102.22	100.583
160.407	107.652	106.067
154.827	106.523	106.705
150.514	102.2	99.7971
150.299	102.33	100.085
158.423	106.759	104.824
157.712	105.796	105.155
158.078	108.409	108.174
150.123	102.22	100.509
149.771	101.266	100.382
154.761	103.865	102.514
158.581	107.955	108.109
149.235	101.508	100.303
149.262	101.563	101.117
152.676	102.229	99.9315
152.199	101.977	100.129
159.616	107.813	107.598
150.678	102.692	102.757
151.087	103.813	103.023
151.013	101.85	99.4628
159.679	107.716	107.161
159.65	106.672	106.486
153.036	104.365	105.277
150.446	100.357	99.363
150.324	100.539	99.2243
158.696	105.65	104.807
158.242	105.467	104.36
157.012	105.854	107.747
150.376	100.533	99.9521
157.765	104.769	103.898
157.045	104.752	102.959
158.824	108.232	109.083
150.041	101.964	101.296
149.853	101.756	100.696
154.649	103.066	101.893
154.235	102.548	101.037
160.594	107.637	107.878
150.536	102.315	101.982
153.214	101.3	100.678
152.295	101.391	99.9071
160.653	106.927	107.575
151.941	103.764	103.952
152.394	104.259	104.241
151.207	100.972	99.3574
159.709	106.259	106.602
158.739	105.849	104.703
154.515	104.377	105.809
148.583	99.6866	98.1738
148.609	99.6819	98.5154
156.489	103.667	102.497
155.452	103.571	102.094
148.356	100.121	98.2581
148.684	100.325	99.5437
154.725	103.172	101.547
154.36	103.006	101.213
159.821	107.04	108.046
149.721	101.531	100.822
149.782	101.857	101.789
152.856	102.232	100.259
152.535	101.764	99.7128
160.671	107.523	107.328
150.676	102.934	103.439
151.845	101.437	99.9602
151.345	101.643	99.1306
160.344	107.614	106.92
160.384	107.545	105.695
153.754	105.528	105.792
150.751	101.64	99.9662
159.538	107.234	105.407
159.324	106.731	105.245
155.641	106.688	107.312
149.908	101.199	99.2539
149.473	101.206	99.6421
157.182	104.755	102.952
155.968	104.249	102.726
158.478	106.528	108.758
149.065	101.265	100.199
154.98	103.444	101.386
153.896	103.159	100.753
159	107.994	107.475
149.346	102.031	101.162
149.595	102.479	101.544
151.847	102.241	99.9897
159.213	107.467	106.809
159.312	107.381	106.403
150.553	102.989	103.182
150.449	101.189	98.7654
150.798	100.727	99.1289
159.264	106.751	106.232
159.341	106.699	105.311
153.641	105.234	105.896
150.127	101.216	98.9212
158.214	106.852	104.698
158.774	106.262	104.592
156.184	106.512	107.205
150.185	100.52	99.8921
149.381	100.991	100.005
156.572	104.495	103.22
156.171	104.107	102.73
158.589	107.643	108.259
149.426	101.711	100.36
155.218	103.636	101.709
154.583	103.592	101.331
160.943	108.342	108.427
160.949	108.764	109.016
150.831	103.351	103.091
152.857	102.693	101
160.479	108.102	107.687
160.426	107.671	107.09
151.248	103.152	103.303
151.205	100.942	99.4461
150.719	100.676	98.9431
159.647	106.479	105.71
159.396	106.113	104.985
152.88	104.032	105.472
149.158	100.445	98.3652
158.104	105.816	104.765
157.826	105.845	103.531
154.769	106.288	106.252
155.401	106.119	106.532
148.339	100.813	98.4212
156.119	104.268	102.467
155.026	102.72	102.82
157.537	106.25	107.292
148.343	100.977	98.9401
154.27	103.248	101.062
153.972	102.479	102.091
159.359	107.752	107.62
159.465	108.429	107.585
150.005	102.943	102.366
152.58	102.912	100.092
160.228	108.131	107.658
160.207	107.892	107.497
151.388	103.406	104.229
151.117	101.83	99.8455
150.685	101.562	99.2825
159.885	106.591	106.541
159.28	107.065	105.591
153.625	105.417	104.852
149.796	101.709	99.0077
158.829	106.582	104.917
158.436	106.4	104.6
155.429	106.846	106.595
155.334	106.888	106.479
148.607	100.951	99.1597
155.628	104.407	102.607
154.935	103.917	101.929
156.485	106.905	106.938
147.932	100.661	99.0501
153.583	103.217	100.893
153.378	102.856	100.784
158.715	107.542	107.72
158.644	108.141	107.694
149.271	101.747	102
152.268	102.391	100.044
151.479	101.9	99.4242
159.292	107.475	106.499
149.616	102.875	102.576
150.659	103.14	103.115
150.403	101.034	99.253
159.632	107.067	106.604
159.559	106.486	106.697
152.197	104.907	105.226
152.889	105.352	105.244
159.217	106.291	105.87
158.883	106.654	105.17
154.949	105.89	107.03
155.08	106.226	106.451
148.655	100.784	98.5792
156.795	104.814	103.372
156.129	103.795	102.97
156.64	106.548	107.553
148.718	100.702	98.5955
148.787	100.733	99.2449
154.766	102.969	101.62
158.148	106.97	107.474
158.289	107.45	107.598
148.815	101.713	100.286
153.011	102.227	100.574
158.592	107.059	106.695
158.406	106.598	106.49
149.278	101.422	101.482
149.73	101.777	102.028
149.778	100.494	98.0933
159.037	105.804	105.747
158.806	105.935	105.328
151.329	102.946	103.723
149.289	100.344	98.2175
158.39	105.664	104.788
158.333	105.39	104.451
153.444	104.53	105.733
153.663	104.533	106.065
148.401	99.4452	97.5107
156.43	103.491	102.908
155.557	103.27	102.616
155.887	105.515	106.727
148.192	99.7663	98.2393
148.592	100.183	98.5039
154.971	102.625	101.143
157.945	107.015	107.488
158.647	107.261	107.413
149.369	101.092	100.406
149.01	100.958	100.25
159.458	106.4	107.082
159.17	106.333	106.833
149.914	100.586	101.401
150.357	101.223	101.242
150.339	99.9024	98.101
159.3	105.539	106.159
159.484	104.928	105.625
151.4	102.821	103.391
149.095	99.6122	97.4067
149.211	99.3686	98.1892
157.923	104.573	104.423
153.152	103.656	104.712
153.664	103.875	105.146
148.559	98.7787	97.4521
156.005	103.099	101.776
155.5	102.687	102.238
156.212	104.965	106.182
147.961	99.5432	98.3168
148.679	99.6421	97.6742
154.519	102.09	100.856
158.327	106.169	107.022
158.671	106.37	107.064
149.151	100.39	99.0291
149.231	100.38	99.9593
151.971	100.533	98.3035
159.265	105.829	105.944
150.19	100.717	101.205
150.706	101.828	101.691
150.719	100.112	98.7192
159.14	106.058	105.674
159.47	105.309	106.162
152.339	103.89	104.76
150.354	99.8429	99.0223
149.536	100.45	98.289
157.106	105.083	103.476
154.512	104.869	105.351
155.146	105.246	105.89
148.779	99.8686	97.7791
148.405	99.7346	98.0886
156.389	105.566	106.334
157.021	106.395	106.79
148.444	100.468	99.5993
148.494	101.085	99.6019
153.619	102.88	100.79
159.319	107.817	108.008
159.677	107.797	107.756
149.754	102.035	101.268
150.076	102.617	102.019
151.968	101.806	99.3643
160.242	107.493	107.121
150.921	103.385	103.073
151.813	104.142	103.927
150.875	101.458	98.8913
150.031	101.579	98.503
159.599	107.128	105.081
154.037	105.733	105.229
149.356	101.64	99.2089
148.971	101.114	98.1143
156.986	105.484	103.354
155.602	106.119	106.501
156.472	106.434	107.014
148.503	100.826	98.6447
148.673	101.015	98.9491
154.631	103.727	101.383
158.179	107.194	107.939
148.771	101.507	100.566
149.098	101.832	100.17
153.009	102.343	101.229
159.363	107.431	108.571
158.928	107.485	107.012
150.092	101.387	102.006
149.806	102.296	102.33
150.364	100.675	98.5586
158.916	106.202	104.986
151.489	102.872	103.45
151.932	103.616	103.827
149.556	100.282	98.4354
149.589	100.307	98.3069
157.789	105.415	103.991
154.831	104.958	106.581
155.25	105.532	106.084
148.884	99.789	98.6896
156.182	103.574	102.225
